Категория	Место	Код	Приоритет	Вид испытания	Математика	Информатика	Русский язык	ИД	Балл ВИ	Балл ВИ+ИД	Преимущественное право	Основной высший приоритет	Высший проходной приоритет	Согласие	Олимпиада
Общий конкурс	767	1610998	5	ЕГЭ	94	95	81	3	270	273	нет	нет	нет	нет	
Общий конкурс	768	1503764	4	ЕГЭ	94	93	83	3	270	273	нет	нет	нет	нет	
Общий конкурс	769	1178860	2	ЕГЭ	94	90	86	3	270	273	нет	нет	нет	нет	
Общий конкурс	770	1518237	3	ЕГЭ	94	88	91	0	273	273	нет	нет	нет	нет	
Общий конкурс	771	1439344	3	ЕГЭ	90	95	78	10	263	273	нет	нет	нет	нет	
Общий конкурс	772	1200180	2	ЕГЭ	88	93	89	3	270	273	нет	нет	нет	нет	
Общий конкурс	773	1791000	5	ЕГЭ	88	93	89	3	270	273	нет	нет	нет	да	
Общий конкурс	774	1358746	2	ЕГЭ	88	88	94	3	270	273	нет	нет	нет	нет	
Общий конкурс	775	1766134	4	ЕГЭ	88	88	94	3	270	273	нет	нет	нет	нет	
Общий конкурс	776	1912233	2	ЕГЭ	88	85	97	3	270	273	нет	нет	нет	нет	
Общий конкурс	777	1911241	3	ЕГЭ	86	95	89	3	270	273	нет	нет	нет	нет	
Общий конкурс	778	1447244	2	ЕГЭ	86	93	91	3	270	273	нет	нет	нет	нет	
Общий конкурс	779	2048901	1	ЕГЭ	82	98	91	2	271	273	нет	нет	нет	нет	
Общий конкурс	780	1544491	2	ВИ	80	100	83	10	263	273	нет	нет	нет	нет	
Общий конкурс	781	1605507	4	ВИ	100	100	72	0	272	272	нет	нет	нет	да	
Общий конкурс	782	1312647	3	ВИ	100	100	72	0	272	272	нет	нет	нет	да	
Общий конкурс	783	1286267	3	ВИ	100	88	81	3	269	272	нет	нет	нет	нет	
Общий конкурс	784	1346446	1	ВИ			92	0	272	272	нет	нет	нет	нет	
Общий конкурс	785	1177853	3	ВИ	100	72	100	0	272	272	нет	нет	нет	нет	
Общий конкурс	786	1998053	3	ЕГЭ	99	90	78	5	267	272	нет	нет	нет	нет	
