Категория	Место	Код	Приоритет	Вид испытания	Математика	Информатика	Русский язык	ИД	Балл ВИ	Балл ВИ+ИД	Преимущественное право	Основной высший приоритет	Высший проходной приоритет	Согласие	Олимпиада
Отдельная квота	127	1518237	2	ЕГЭ	94	88	91	0	273	273	нет	нет	нет	нет	
Отдельная квота	128	1196395	3	ЕГЭ	86	88	91	5	265	270	да	нет	нет	нет	
Отдельная квота	129	1226232	3	ЕГЭ	88	85	97	0	270	270	нет	нет	нет	нет	
Отдельная квота	130	1854964	3	ЕГЭ	86	95	89	0	270	270	нет	нет	нет	нет	
Отдельная квота	131	1603645	1	ЕГЭ	90	88	89	2	267	269	нет	нет	да	да	
Отдельная квота	132	1339599	2	ЕГЭ	82	95	86	5	263	268	нет	нет	нет	да	
Отдельная квота	133	1941186	3	ЕГЭ	96	78	89	3	263	266	нет	нет	нет	нет	
Отдельная квота	134	831453	1	ЕГЭ	84	88	94	0	266	266	нет	нет	нет	нет	
Отдельная квота	135	1628065	1	ЕГЭ	97	85	75	3	257	260	нет	нет	нет	нет	
Отдельная квота	136	1356228	4	ЕГЭ	86	88	83	2	257	259	нет	нет	нет	нет	
Отдельная квота	137	1265296	2	ЕГЭ	88	88	78	4	254	258	нет	нет	нет	да	
Отдельная квота	138	1150607	2	ВИ	100	70	84	3	254	257	нет	нет	нет	нет	
Отдельная квота	139	1914471	2	ЕГЭ	90	75	91	0	256	256	да	нет	нет	нет	
Отдельная квота	140	1492656	1	ЕГЭ	78	90	78	10	246	256	нет	нет	нет	нет	
Отдельная квота	141	1035536	2	ЕГЭ	84	78	91	2	253	255	нет	нет	нет	нет	
Отдельная квота	142	1484276	5	ЕГЭ	82	100	73	0	255	255	нет	нет	нет	нет	
Отдельная квота	143	997401	2	ЕГЭ	68	93	87	6	248	254	да	нет	нет	да	
Отдельная квота	144	1615925	2	ЕГЭ	86	98	70	0	254	254	нет	нет	нет	нет	
Отдельная квота	145	1576560	2	ЕГЭ	84	90	75	5	249	254	нет	нет	нет	нет	
Отдельная квота	146	1520441	5	ЕГЭ	86	83	83	0	252	252	нет	нет	нет	да	
Отдельная квота	147	1266611	1	ЕГЭ	84	78	86	0	248	248	нет	нет	нет	нет	
Отдельная квота	148	1403359	2	ЕГЭ	97	78	72	0	247	247	нет	нет	нет	нет	
Отдельная квота	149	1977769	2	ЕГЭ	82	83	81	0	246	246	нет	нет	нет	нет	
Отдельная квота	150	1956690	5	ЕГЭ	84	75	83	3	242	245	нет	нет	нет	нет	
