Образовательная программа	Количество мест	Дата обновления	№ п/п	Уникальный идентификатор абитуриента	Право поступления без вступительных испытаний	Основание БВИ	Приоритет зачисления	Наличие согласия на зачисление	ВИ 1	ВИ 2	ВИ 3	Сумма баллов за вступительные испытания	Сумма баллов по индивидуальным достижениям	Сумма конкурсных баллов	Все оценки положительные	Статус заявления	Преимущественное право п.9	Преимущественное право п.10	Требуется общежитие на время обучения	Возврат документов
Прикладная математика и информатика	24	16.07.2026 17:48	375	1702887	-		1	-	100	100	89	289	10	299	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	376	1911722	-		5	-	100	98	91	289	10	299	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	377	1673245	-		1	-	100	98	91	289	10	299	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	378	1426139	-		3	-	100	95	94	289	10	299	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	379	1046128	-		3	-	92	100	97	289	10	299	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	380	1515716	-		2	-	98	100	100	298	0	298	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	381	1956949	-		2	-	100	98	97	295	3	298	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	382	1382955	-		12	-	100	98	97	295	3	298	Да	Отозвано поступающим	-	-	Да	Да
Прикладная математика и информатика	24	16.07.2026 17:48	383	1624486	-		2	-	98	98	97	293	5	298	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	384	1972145	-		7	-	100	100	91	291	7	298	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	385	1253292	-		7	-	98	98	94	290	8	298	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	386	1496602	-		3	-	100	95	94	289	9	298	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	387	1482996	-		1	-	94	100	94	288	10	298	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	388	1999227	-		1	-	100	100	94	294	3	297	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	389	1897125	-		1	-	99	100	91	290	7	297	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	390	1207871	-		1	-	100	93	94	287	10	297	Да	Отозвано поступающим	-	-	Да	Да
Прикладная математика и информатика	24	16.07.2026 17:48	391	1408739	-		3	-	95	98	94	287	10	297	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	392	1074287	-		1	-	99	100	94	293	3	296	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	393	2107459	-		2	Да	98	98	97	293	3	296	Да	На рассмотрении	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	394	1986573	-		1	-	98	98	97	293	3	296	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	395	1580750	-		1	-	96	98	97	291	5	296	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	396	1272720	-		1	-	94	100	97	291	5	296	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	397	984462	-		11	-	100	93	97	290	6	296	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	398	1649266	-		2	-	100	95	94	289	7	296	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	399	1612531	-		2	-	100	95	91	286	10	296	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	400	1357616	-		1	-	100	95	91	286	10	296	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	401	1494774	Да	Диплом олимпиады	1	Да	86	67	58	211	8	219	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	402	1193494	Да	Диплом олимпиады	1	-	100	90	83	273	3	276	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	403	1517329	Да	Диплом олимпиады	1	Да	100	-	-	183	2	185	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	404	1521429	-		5	-	100	98	100	298	10	308	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	405	1854838	-		3	-	100	100	94	294	10	304	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	406	2001539	-		3	-	100	100	94	294	10	304	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	407	1618150	-		1	-	100	100	94	294	10	304	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	408	1823789	-		1	-	97	100	97	294	10	304	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	409	1334839	-		2	-	100	100	100	300	3	303	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	410	1484288	-		4	-	100	98	100	298	5	303	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	411	1129308	-		2	-	100	100	97	297	5	302	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	412	1210337	-		3	-	100	100	97	297	5	300	Да	Отозвано поступающим	-	-	Да	Да
Прикладная математика и информатика	24	16.07.2026 17:48	413	1255677	-		1	-	100	98	94	292	10	302	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	414	1491745	-		2	-	100	98	94	292	10	302	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	415	2005384	-		4	-	97	95	100	292	10	302	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	416	1502047	-		2	Да	98	100	100	298	3	301	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	417	1443240	-		3	-	99	100	94	293	8	301	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	418	1535558	-		4	-	100	100	91	291	10	301	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	419	1455709	-		3	-	100	98	97	295	5	300	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	420	1413259	-		1	-	98	100	97	295	5	300	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	421	1723173	-		1	-	100	93	100	293	7	300	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	422	2060011	-		3	-	100	93	97	290	10	300	Да	На рассмотрении	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	423	1586111	-		1	-	99	98	97	294	5	299	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	424	1188080	-		4	-	97	98	97	292	7	299	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	425	1702887	-		1	-	100	100	89	289	10	299	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	426	1911722	-		5	-	100	98	91	289	10	299	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	427	1673245	-		1	-	100	98	91	289	10	299	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	428	1426139	-		3	-	100	95	94	289	10	299	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	429	1046128	-		3	-	92	100	97	289	10	299	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	430	1515716	-		2	-	98	100	100	298	0	298	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	431	1956949	-		2	-	100	98	97	295	3	298	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	432	1382955	-		12	-	100	98	97	295	3	298	Да	Отозвано поступающим	-	-	Да	Да
Прикладная математика и информатика	24	16.07.2026 17:48	433	1624486	-		2	-	98	98	97	293	5	298	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	434	1972145	-		7	-	100	100	91	291	7	298	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	435	1253292	-		7	-	98	98	94	290	8	298	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	436	1496602	-		3	-	100	95	94	289	9	298	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	437	1482996	-		1	-	94	100	94	288	10	298	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	438	1999227	-		1	-	100	100	94	294	3	297	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	439	1897125	-		1	-	99	100	91	290	7	297	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	440	1207871	-		1	-	100	93	94	287	10	297	Да	Отозвано поступающим	-	-	Да	Да
Прикладная математика и информатика	24	16.07.2026 17:48	441	1408739	-		3	-	95	98	94	287	10	297	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	442	1074287	-		1	-	99	100	94	293	3	296	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	443	2107459	-		2	Да	98	98	97	293	3	296	Да	На рассмотрении	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	444	1986573	-		1	-	98	98	97	293	3	296	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	445	1580750	-		1	-	96	98	97	291	5	296	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	446	1272720	-		1	-	94	100	97	291	5	296	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	447	984462	-		11	-	100	93	97	290	6	296	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	448	1649266	-		2	-	100	95	94	289	7	296	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	449	1612531	-		2	-	100	95	91	286	10	296	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	450	1357616	-		1	-	100	95	91	286	10	296	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	451	1494774	Да	Диплом олимпиады	1	Да	86	67	58	211	8	219	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	452	1193494	Да	Диплом олимпиады	1	-	100	90	83	273	3	276	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	453	1517329	Да	Диплом олимпиады	1	Да	100	-	-	183	2	185	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	454	1521429	-		5	-	100	98	100	298	10	308	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	455	1854838	-		3	-	100	100	94	294	10	304	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	456	2001539	-		3	-	100	100	94	294	10	304	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	457	1618150	-		1	-	100	100	94	294	10	304	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	458	1823789	-		1	-	97	100	97	294	10	304	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	459	1334839	-		2	-	100	100	100	300	3	303	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	460	1484288	-		4	-	100	98	100	298	5	303	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	461	1129308	-		2	-	100	100	97	297	5	302	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	462	1210337	-		3	-	100	100	97	297	5	300	Да	Отозвано поступающим	-	-	Да	Да
Прикладная математика и информатика	24	16.07.2026 17:48	463	1255677	-		1	-	100	98	94	292	10	302	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	464	1491745	-		2	-	100	98	94	292	10	302	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	465	2005384	-		4	-	97	95	100	292	10	302	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	466	1502047	-		2	Да	98	100	100	298	3	301	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	467	1443240	-		3	-	99	100	94	293	8	301	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	468	1535558	-		4	-	100	100	91	291	10	301	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	469	1455709	-		3	-	100	98	97	295	5	300	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	470	1413259	-		1	-	98	100	97	295	5	300	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	471	1723173	-		1	-	100	93	100	293	7	300	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	472	2060011	-		3	-	100	93	97	290	10	300	Да	На рассмотрении	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	473	1586111	-		1	-	99	98	97	294	5	299	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	474	1188080	-		4	-	97	98	97	292	7	299	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	475	1702887	-		1	-	100	100	89	289	10	299	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	476	1911722	-		5	-	100	98	91	289	10	299	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	477	1673245	-		1	-	100	98	91	289	10	299	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	478	1426139	-		3	-	100	95	94	289	10	299	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	479	1046128	-		3	-	92	100	97	289	10	299	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	480	1515716	-		2	-	98	100	100	298	0	298	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	481	1956949	-		2	-	100	98	97	295	3	298	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	482	1382955	-		12	-	100	98	97	295	3	298	Да	Отозвано поступающим	-	-	Да	Да
Прикладная математика и информатика	24	16.07.2026 17:48	483	1624486	-		2	-	98	98	97	293	5	298	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	484	1972145	-		7	-	100	100	91	291	7	298	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	485	1253292	-		7	-	98	98	94	290	8	298	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	486	1496602	-		3	-	100	95	94	289	9	298	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	487	1482996	-		1	-	94	100	94	288	10	298	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	488	1999227	-		1	-	100	100	94	294	3	297	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	489	1897125	-		1	-	99	100	91	290	7	297	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	490	1207871	-		1	-	100	93	94	287	10	297	Да	Отозвано поступающим	-	-	Да	Да
Прикладная математика и информатика	24	16.07.2026 17:48	491	1408739	-		3	-	95	98	94	287	10	297	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	492	1074287	-		1	-	99	100	94	293	3	296	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	493	2107459	-		2	Да	98	98	97	293	3	296	Да	На рассмотрении	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	494	1986573	-		1	-	98	98	97	293	3	296	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	495	1580750	-		1	-	96	98	97	291	5	296	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	496	1272720	-		1	-	94	100	97	291	5	296	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	497	984462	-		11	-	100	93	97	290	6	296	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	498	1649266	-		2	-	100	95	94	289	7	296	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	499	1612531	-		2	-	100	95	91	286	10	296	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	500	1357616	-		1	-	100	95	91	286	10	296	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	501	1494774	Да	Диплом олимпиады	1	Да	86	67	58	211	8	219	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	502	1193494	Да	Диплом олимпиады	1	-	100	90	83	273	3	276	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	503	1517329	Да	Диплом олимпиады	1	Да	100	-	-	183	2	185	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	504	1521429	-		5	-	100	98	100	298	10	308	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	505	1854838	-		3	-	100	100	94	294	10	304	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	506	2001539	-		3	-	100	100	94	294	10	304	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	507	1618150	-		1	-	100	100	94	294	10	304	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	508	1823789	-		1	-	97	100	97	294	10	304	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	509	1334839	-		2	-	100	100	100	300	3	303	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	510	1484288	-		4	-	100	98	100	298	5	303	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	511	1129308	-		2	-	100	100	97	297	5	302	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	512	1210337	-		3	-	100	100	97	297	5	300	Да	Отозвано поступающим	-	-	Да	Да
Прикладная математика и информатика	24	16.07.2026 17:48	513	1255677	-		1	-	100	98	94	292	10	302	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	514	1491745	-		2	-	100	98	94	292	10	302	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	515	2005384	-		4	-	97	95	100	292	10	302	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	516	1502047	-		2	Да	98	100	100	298	3	301	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	517	1443240	-		3	-	99	100	94	293	8	301	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	518	1535558	-		4	-	100	100	91	291	10	301	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	519	1455709	-		3	-	100	98	97	295	5	300	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	520	1413259	-		1	-	98	100	97	295	5	300	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	521	1723173	-		1	-	100	93	100	293	7	300	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	522	2060011	-		3	-	100	93	97	290	10	300	Да	На рассмотрении	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	523	1586111	-		1	-	99	98	97	294	5	299	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	524	1188080	-		4	-	97	98	97	292	7	299	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	525	1702887	-		1	-	100	100	89	289	10	299	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	526	1911722	-		5	-	100	98	91	289	10	299	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	527	1673245	-		1	-	100	98	91	289	10	299	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	528	1426139	-		3	-	100	95	94	289	10	299	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	529	1046128	-		3	-	92	100	97	289	10	299	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	530	1515716	-		2	-	98	100	100	298	0	298	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	531	1956949	-		2	-	100	98	97	295	3	298	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	532	1382955	-		12	-	100	98	97	295	3	298	Да	Отозвано поступающим	-	-	Да	Да
Прикладная математика и информатика	24	16.07.2026 17:48	533	1624486	-		2	-	98	98	97	293	5	298	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	534	1972145	-		7	-	100	100	91	291	7	298	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	535	1253292	-		7	-	98	98	94	290	8	298	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	536	1496602	-		3	-	100	95	94	289	9	298	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	537	1482996	-		1	-	94	100	94	288	10	298	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	538	1999227	-		1	-	100	100	94	294	3	297	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	539	1897125	-		1	-	99	100	91	290	7	297	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	540	1207871	-		1	-	100	93	94	287	10	297	Да	Отозвано поступающим	-	-	Да	Да
Прикладная математика и информатика	24	16.07.2026 17:48	541	1408739	-		3	-	95	98	94	287	10	297	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	542	1074287	-		1	-	99	100	94	293	3	296	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	543	2107459	-		2	Да	98	98	97	293	3	296	Да	На рассмотрении	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	544	1986573	-		1	-	98	98	97	293	3	296	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	545	1580750	-		1	-	96	98	97	291	5	296	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	546	1272720	-		1	-	94	100	97	291	5	296	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	547	984462	-		11	-	100	93	97	290	6	296	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	548	1649266	-		2	-	100	95	94	289	7	296	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	549	1612531	-		2	-	100	95	91	286	10	296	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	550	1357616	-		1	-	100	95	91	286	10	296	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	551	1494774	Да	Диплом олимпиады	1	Да	86	67	58	211	8	219	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	552	1193494	Да	Диплом олимпиады	1	-	100	90	83	273	3	276	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	553	1517329	Да	Диплом олимпиады	1	Да	100	-	-	183	2	185	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	554	1521429	-		5	-	100	98	100	298	10	308	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	555	1854838	-		3	-	100	100	94	294	10	304	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	556	2001539	-		3	-	100	100	94	294	10	304	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	557	1618150	-		1	-	100	100	94	294	10	304	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	558	1823789	-		1	-	97	100	97	294	10	304	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	559	1334839	-		2	-	100	100	100	300	3	303	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	560	1484288	-		4	-	100	98	100	298	5	303	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	561	1129308	-		2	-	100	100	97	297	5	302	Да	Участвует в конкурсе	-	-	Да	-
Прикладная математика и информатика	24	16.07.2026 17:48	562	1210337	-		3	-	100	100	97	297	5	300	Да	Отозвано поступающим	-	-	Да	Да
Прикладная математика и информатика	24	16.07.2026 17:48	563	1255677	-		1	-	100	98	94	292	10	302	Да	Участвует в конкурсе	-	-	-	-
Прикладная математика и информатика	24	16.07.2026 17:48	564	1491745	-		2	-	100	98	94	292	10	302	Да	Участвует в конкурсе	-	-	-	-
